Reporter Identifier	VALUE
A_51_P229471	-4.8159165
A_51_P229477	-6.2765913
A_51_P229483	-6.288781
A_51_P229498	-6.2927437
A_51_P229536	2.4138517
A_51_P229547	-6.2726383
A_51_P229578	-6.2772474
A_51_P229599	-1.4166803
A_51_P229602	-4.4780884
A_51_P229613	-1.9278159
A_51_P229633	2.1895733
A_51_P229644	-2.0835905
A_51_P229655	-6.2714624
A_51_P229664	-4.185827
A_51_P229675	3.455493
A_51_P229676	3.153842
A_51_P229702	-6.234893
A_51_P229732	-3.9417644
A_51_P229759	-6.274844
A_51_P229816	4.5842724
A_51_P229833	-5.303778
A_51_P229850	-6.303533
A_51_P229852	6.5134277
A_51_P229869	-6.2897353
A_51_P229875	-1.7499938
A_51_P229886	-2.1374311
A_51_P229893	-6.234251
A_51_P229911	-3.4310555
A_51_P229925	-4.0707855
A_51_P229946	-1.5358768
A_51_P229957	-6.259959
A_51_P229992	-1.1066222
A_51_P230022	-6.3590965
A_51_P230025	-6.2219543
A_51_P230055	-6.373789
A_51_P230075	-4.804357
A_51_P230098	2.7890253
A_51_P230103	6.037796
A_51_P230122	-6.2672195
A_51_P230142	-3.844823
A_51_P230175	-3.4211617
A_51_P230195	-4.766493
A_51_P230206	-5.444087
A_51_P230214	-6.2640214
A_51_P230267	-6.336378
A_51_P230269	-5.7139144
A_51_P230287	-4.531105
A_51_P230298	-6.2713814
A_51_P230324	-6.032489
A_51_P230330	-6.2357893
A_51_P230347	-6.235446
A_51_P230382	-2.3773232
A_51_P230405	-1.4707179
A_51_P230439	2.4727201
A_51_P230480	-4.2566056
A_51_P230496	-6.2541685
A_51_P230507	-2.0579023
A_51_P230537	-6.2840633
A_51_P230552	-2.587152
A_51_P230579	-6.29887
A_51_P230583	-6.3696194
A_51_P230589	-5.2945375
A_51_P230599	-6.245845
A_51_P230624	-2.413221
A_51_P230634	-6.2282057
A_51_P230666	-4.55902
A_51_P230716	-6.3102264
A_51_P230722	0.32343197
A_51_P230734	-5.6395826
A_51_P230763	-6.238948
A_51_P230799	-2.7628098
A_51_P230804	-6.3325706
A_51_P230852	-6.259551
A_51_P230873	1.5156374
A_51_P230878	0.9482479
A_51_P230892	-1.7642984
A_51_P230904	1.129138
A_51_P230926	-4.0643907
A_51_P230934	0.88053036
A_51_P230942	-3.9486837
A_51_P230977	4.9176617
A_51_P230987	-0.11354923
A_51_P231001	-4.683801
A_51_P231036	-1.2466278
A_51_P231042	-3.8838644
A_51_P231072	-6.2613115
A_51_P231103	-6.276908
A_51_P231113	-6.2417183
A_51_P231125	-6.2764106
A_51_P231128	-6.3216085
A_51_P231184	-0.5184765
A_51_P231193	-6.2938623
A_51_P231308	-0.70425415
A_51_P231320	-6.257655
A_51_P231341	-3.9786983
A_51_P231364	-4.094045
A_51_P231398	-2.331595
A_51_P231440	-3.4062896
A_51_P231453	-6.2467556
A_51_P231482	1.507865
A_51_P231499	0.24722672
A_51_P231549	-5.1884613
A_51_P231557	-6.3281775
A_51_P231587	1.5761309
A_51_P231597	-5.666278
A_51_P231618	-2.920136
A_51_P231630	1.0797434
A_51_P231687	4.4969273
A_51_P231697	-4.708428
A_51_P231721	-6.278176
A_51_P231738	2.0171738
A_51_P231768	-3.3238907
A_51_P231782	1.6543493
A_51_P231793	-0.18942833
A_51_P231820	-4.645199
A_51_P231860	-6.323514
A_51_P231892	-6.3205066
A_51_P231920	0.76265526
A_51_P231946	-2.1059456
A_51_P231958	1.5283718
A_51_P231979	0.23134327
A_51_P232107	2.9820957
A_51_P232128	-5.2156463
A_51_P232142	3.3915606
A_51_P232187	-4.4861116
A_51_P232207	-1.6681561
A_51_P232244	-6.2575684
A_51_P232275	-6.2948027
A_51_P232281	-6.183317
A_51_P232300	-2.075087
A_51_P232355	2.6499653
A_51_P232371	-0.31838417
A_51_P232384	-3.0595336
A_51_P232393	-6.2960644
A_51_P232399	1.4028225
A_51_P232411	-6.2598305
A_51_P232416	-6.289193
A_51_P232434	-1.452591
A_51_P232439	0.8074322
A_51_P232474	-2.1396766
A_51_P232551	-5.305069
A_51_P232556	-1.1937618
A_51_P232558	-6.246981
A_51_P232597	-2.4573927
A_51_P232612	-0.13097572
A_51_P232617	-6.260453
A_51_P232628	-6.379752
A_51_P232649	-5.3520093
A_51_P232667	-3.4162078
A_51_P232682	-4.9378204
A_51_P232705	1.7556295
A_51_P232708	-0.10295296
A_51_P232720	1.5357075
A_51_P232727	-6.1826305
A_51_P232742	1.0432968
A_51_P232748	-6.1800365
A_51_P232763	-3.8173013
A_51_P232771	2.4634771
A_51_P232778	0.88823223
A_51_P232790	-6.2338557
A_51_P232800	1.9111261
A_51_P232824	1.21274
A_51_P232858	2.4442587
A_51_P232868	-1.8081403
A_51_P232889	1.7001429
A_51_P232901	0.9606695
A_51_P232913	-2.051756
A_51_P232921	-6.352495
A_51_P232937	-6.2453604
A_51_P232954	-3.5050907
A_51_P233018	-6.231921
A_51_P233027	0.20962238
A_51_P233059	3.5133657
A_51_P233072	-6.266
A_51_P233088	-4.474282
A_51_P233101	2.2741966
A_51_P233145	-6.2697
A_51_P233153	-6.3199434
A_51_P233160	-2.0593686
A_51_P233226	-1.728939
A_51_P233267	-1.4852896
A_51_P233304	-6.355019
A_51_P233308	-1.7602549
A_51_P233320	-2.3307
A_51_P233334	-6.2377243
A_51_P233338	-5.1877575
A_51_P233364	-4.1402106
A_51_P233367	-6.254614
A_51_P233396	4.0102425
A_51_P233478	-0.8383827
A_51_P233503	-6.210115
A_51_P233515	-0.46437836
A_51_P233532	-2.5295105
A_51_P233534	-2.0394096
A_51_P233546	-3.279191
A_51_P233553	-6.2485666
A_51_P233578	4.414919
A_51_P233583	-6.214343
A_51_P233597	-5.0817323
A_51_P233603	5.990733
A_51_P233619	-6.2999487
A_51_P233622	-6.2687607
A_51_P233707	-2.1043034
A_51_P233727	-6.2797127
A_51_P233753	-3.2177672
A_51_P233768	-6.28094
A_51_P233788	2.7882137
A_51_P233797	-6.2671533
A_51_P233815	2.4461927
A_51_P233825	-1.4878902
A_51_P233846	-6.2546024
A_51_P233855	-3.0135393
A_51_P233885	-6.2520156
A_51_P233928	-3.2704835
A_51_P233939	-6.321264
A_51_P233947	3.7836218
A_51_P233954	1.675767
A_51_P233982	2.9083595
A_51_P234025	3.995942
A_51_P234044	1.4018736
A_51_P234113	0.8635874
A_51_P234140	-4.764761
A_51_P234174	-0.6036644
A_51_P234185	-0.5427265
A_51_P234221	-4.9853687
A_51_P234233	-3.2647305
A_51_P234253	-5.2028694
A_51_P234263	-2.2321215
A_51_P234274	-6.2456675
A_51_P234288	-6.280282
A_51_P234299	-1.388905
A_51_P234303	2.612875
A_51_P234308	1.85182
A_51_P234330	4.834649
A_51_P234359	-3.9483843
A_51_P234365	-1.1414738
A_51_P234371	-4.616315
A_51_P234373	-6.337282
A_51_P234386	-6.2559767
A_51_P234397	-3.7542257
A_51_P234407	-0.800869
A_51_P234421	0.52147865
A_51_P234440	-6.386671
A_51_P234462	2.855341
A_51_P234470	2.7840176
A_51_P234488	-5.0259566
A_51_P234503	-6.420025
A_51_P234539	-2.7539597
A_51_P234544	1.3407354
A_51_P234627	1.5063534
A_51_P234663	-6.2559185
A_51_P234692	3.8312855
A_51_P234714	-6.274103
A_51_P234728	0.61264133
A_51_P234763	-6.26993
A_51_P234788	-0.784153
A_51_P234833	3.2386408
A_51_P234847	-4.335208
A_51_P234853	5.332877
A_51_P234864	-0.52823925
A_51_P234881	-3.2378106
A_51_P234888	0.392848
A_51_P234893	-2.0861473
A_51_P234907	0.12072945
A_51_P234927	-4.0245576
A_51_P234944	-0.412405
A_51_P234956	-6.2271433
A_51_P234975	-6.232524
A_51_P234985	-3.6458488
A_51_P235002	-6.105669
A_51_P235015	-5.800985
A_51_P235088	-6.2635164
A_51_P235107	-5.2973986
A_51_P235117	4.0273724
A_51_P235123	-0.010349274
A_51_P235139	-5.421373
A_51_P235172	-6.252413
A_51_P235174	-6.325984
A_51_P235244	-1.0181317
A_51_P235274	-6.2432704
A_51_P235291	1.4955931
A_51_P235297	-1.6964693
A_51_P235311	6.900261
A_51_P235345	-1.6495681
A_51_P235403	-6.2512045
A_51_P235415	-6.3235965
A_51_P235426	-6.2443843
A_51_P235440	-2.2841358
A_51_P235448	-1.8797793
A_51_P235534	-6.2436924
A_51_P235548	0.65055656
A_51_P235553	-6.259052
A_51_P235580	4.9207115
A_51_P235594	1.1640205
A_51_P235604	1.4728985
A_51_P235619	-5.1427407
A_51_P235644	-0.124694824
A_51_P235687	0.3089342
A_51_P235705	1.4791136
A_51_P235721	-2.4685206
A_51_P235726	-3.5784955
A_51_P235764	-6.2837086
A_51_P235775	-3.5975132
A_51_P235798	1.6398659
A_51_P235801	1.319088
A_51_P235816	0.5906954
A_51_P235821	0.7774286
A_51_P235835	1.7752733
A_51_P235848	-6.3314447
A_51_P235853	0.18586254
A_51_P235863	2.031537
A_51_P235878	3.3720427
A_51_P235893	2.8904057
A_51_P235909	2.8613148
A_51_P235945	-0.05102539
A_51_P235977	-4.0602803
A_51_P235984	-2.8699398
A_51_P235994	-3.449285
A_51_P236013	1.7055597
A_51_P236042	-1.0837092
A_51_P236053	-5.3456974
A_51_P236074	-6.2701626
A_51_P236118	3.2539482
A_51_P236129	-5.5122476
A_51_P236175	4.050089
A_51_P236185	-3.4758272
A_51_P236197	4.1059437
A_51_P236234	-5.241108
A_51_P236267	-2.6471386
A_51_P236287	1.064352
A_51_P236303	-5.51002
A_51_P236314	4.0787344
A_51_P236324	1.1570396
A_51_P236380	-6.243245
A_51_P236397	1.715848
A_51_P236412	-0.4163084
A_51_P236419	-6.2622204
A_51_P236439	-4.711571
A_51_P236464	0.26316738
A_51_P236469	-0.052228928
A_51_P236482	-2.96665
A_51_P236483	-6.2561255
A_51_P236486	-6.272266
A_51_P236548	-6.2029276
A_51_P236573	-6.360201
A_51_P236588	-0.11723709
A_51_P236656	0.6924343
A_51_P236721	2.6189032
A_51_P236738	-1.3479524
A_51_P236755	-6.3014545
A_51_P236769	-0.53294754
A_51_P236775	0.38089657
A_51_P236787	-6.297945
A_51_P236829	3.5120134
A_51_P236836	-6.294325
A_51_P236846	-0.05090046
A_51_P236864	-0.39714813
A_51_P236945	-0.9507489
A_51_P236991	-5.441761
A_51_P237002	1.6905718
A_51_P237040	-2.0947866
A_51_P237055	-5.5862775
A_51_P237076	4.493724
A_51_P237097	-3.4185991
A_51_P237106	-5.885338
A_51_P237129	-3.211738
A_51_P237153	-6.2874494
A_51_P237166	5.8503294
A_51_P237206	-2.9385848
A_51_P237245	-3.904324
A_51_P237255	-6.332899
A_51_P237281	-6.4027576
A_51_P237289	-6.2365565
A_51_P237307	-1.9287615
A_51_P237317	-5.8074455
A_51_P237327	-3.9833941
A_51_P237335	-6.270089
A_51_P237367	1.2420797
A_51_P237374	-6.128236
A_51_P237383	-2.922462
A_51_P237418	-6.242317
A_51_P237512	-1.7627316
A_51_P237514	5.2703276
A_51_P237548	-3.7037325
A_51_P237553	6.242815
A_51_P237565	-6.2605066
A_51_P237575	2.3247404
A_51_P237585	-6.2544003
A_51_P237593	1.7174149
A_51_P237599	4.9945793
A_51_P237613	-6.215859
A_51_P237632	-6.3000164
A_51_P237668	-6.2279224
A_51_P237688	2.8827944
A_51_P237695	3.9001417
A_51_P237738	-6.323048
A_51_P237746	-0.016274452
A_51_P237752	4.5967665
A_51_P237754	3.4524546
A_51_P237766	3.886897
A_51_P237775	-4.3134403
A_51_P237783	-6.322195
A_51_P237797	-6.263586
A_51_P237806	-4.1968904
A_51_P237815	-6.2409124
A_51_P237834	-0.30682468
A_51_P237856	-2.4950485
A_51_P237865	-3.800479
A_51_P237878	-6.2457943
A_51_P237890	-0.8859463
A_51_P237893	-1.5709252
A_51_P237910	-6.2730436
A_51_P237915	-2.302133
A_51_P237924	-5.786419
A_51_P237945	4.4058027
A_51_P238009	-6.0263443
A_51_P238024	2.4452248
A_51_P238040	-6.3882866
A_51_P238083	-3.2879758
A_51_P238094	-2.3785033
A_51_P238135	-1.9638863
A_51_P238165	-6.035762
A_51_P238183	-4.5559034
A_51_P238217	0.6694479
A_51_P238228	-6.3851585
A_51_P238247	-6.2498894
A_51_P238303	-2.5521998
A_51_P238354	-3.699305
A_51_P238357	-2.0681844
A_51_P238383	0.5484724
A_51_P238405	-3.1813302
A_51_P238425	1.8128881
A_51_P238448	3.8790064
A_51_P238455	-5.3965178
A_51_P238523	1.7406149
A_51_P238533	2.067936
A_51_P238557	-6.2616405
A_51_P238563	0.27098083
A_51_P238565	0.64190865
A_51_P238576	-6.271138
A_51_P238643	0.70632935
A_51_P238659	-0.9592066
A_51_P238665	-6.2754803
A_51_P238722	0.99162483
A_51_P238734	1.2977085
A_51_P238786	4.132742
A_51_P238796	-6.263085
A_51_P238803	-4.357882
A_51_P238852	-2.7602515
A_51_P238866	-6.2747293
A_51_P238932	-5.324021
A_51_P238933	6.6562834
A_51_P238943	-3.3129172
A_51_P239003	-6.2927237
A_51_P239036	3.8484945
A_51_P239094	-6.257119
A_51_P239113	1.8318434
A_51_P239137	-2.099163
A_51_P239166	-5.9145374
A_51_P239177	-6.2742734
A_51_P239203	2.0656643
A_51_P239214	-6.265994
A_51_P239236	0.7354002
A_51_P239257	0.17952347
A_51_P239286	1.5373821
A_51_P239315	2.838811
A_51_P239367	-6.2386565
A_51_P239376	-6.240362
A_51_P239386	-0.13444233
A_51_P239426	-6.3246093
A_51_P239448	-6.284278
A_51_P239456	4.536152
A_51_P239601	-6.333417
A_51_P239654	5.5680847
A_51_P239673	5.3580017
A_51_P239693	-0.75848484
A_51_P239699	2.334032
A_51_P239737	-6.348707
A_51_P239750	-5.4371004
A_51_P239766	1.5025682
A_51_P239777	-6.273639
A_51_P239800	-6.328164
A_51_P239807	-3.0609055
A_51_P239814	-3.422658
A_51_P239838	-1.2183218
A_51_P239884	-5.76848
A_51_P239926	4.3975544
A_51_P239955	-6.277797
A_51_P239970	-4.4933734
A_51_P239984	2.4629068
A_51_P239994	-6.341749
A_51_P240019	6.568077
A_51_P240036	-5.1017513
A_51_P240067	-0.17568779
A_51_P240077	-3.1468816
A_51_P240136	-0.2513485
A_51_P240171	-6.2776785
A_51_P240193	-6.3545494
A_51_P240253	-3.9217916
A_51_P240269	-6.313553
A_51_P240287	-4.650941
A_51_P240329	0.15736675
A_51_P240363	1.9881449
A_51_P240374	-3.2934713
A_51_P240384	-1.2455349
A_51_P240404	-3.4464307
A_51_P240421	-2.8224864
A_51_P240425	-6.2647657
A_51_P240448	-6.239049
A_51_P240453	2.1932783
A_51_P240476	-2.6767492
A_51_P240501	-1.3539577
A_51_P240508	-3.8592176
A_51_P240594	0.3394823
A_51_P240614	5.3309383
A_51_P240624	-6.1678944
A_51_P240693	7.3376493
A_51_P240703	-6.3674164
A_51_P240723	-4.735248
A_51_P240735	-6.30758
A_51_P240760	-4.2736306
A_51_P240768	-0.6643019
A_51_P240801	2.8298702
A_51_P240811	-4.1426187
A_51_P240857	-0.5842676
A_51_P240864	4.191123
A_51_P240903	-1.6740541
A_51_P240977	-6.3015985
A_51_P240986	-5.5730014
A_51_P240993	-6.2518754
A_51_P241061	-6.287849
A_51_P241068	-6.2792616
A_51_P241074	2.9279833
A_51_P241101	-3.9811049
A_51_P241111	0.9246712
A_51_P241117	-3.611948
A_51_P241159	1.5298653
A_51_P241210	-6.2748017
A_51_P241213	-3.9056854
A_51_P241262	-4.570699
A_51_P241269	1.7184134
A_51_P241306	-4.242635
A_51_P241319	-6.271181
A_51_P241368	-6.3682733
A_51_P241383	-6.204468
A_51_P241387	-6.2830763
A_51_P241407	0.44449234
A_51_P241413	-6.1984415
A_51_P241426	-1.8628068
A_51_P241457	-2.7716708
A_51_P241465	5.463213
A_51_P241499	-6.336752
A_51_P241535	-6.011835
A_51_P241552	-3.7095766
A_51_P241577	-6.1623025
A_51_P241601	-6.2992573
A_51_P241645	-1.653698
A_51_P241653	-4.032201
A_51_P241667	-0.009037018
A_51_P241694	-0.8820009
A_51_P241705	4.3074656
A_51_P241715	-4.468194
A_51_P241733	-3.0313873
A_51_P241769	-0.31336308
A_51_P241791	-2.1373296
A_51_P241808	-6.2529483
A_51_P241828	2.3514194
A_51_P241843	-1.6047521
A_51_P241861	2.110384
A_51_P241863	-6.2815046
A_51_P241897	-5.6904635
A_51_P241935	-4.366605
A_51_P241943	5.2785997
A_51_P241995	0.013147354
A_51_P242006	-6.2828703
A_51_P242021	1.9356928
A_51_P242027	1.5569849
A_51_P242043	2.0284843
A_51_P242056	-1.9247413
A_51_P242076	3.316393
A_51_P242101	0.006358147
A_51_P242114	2.8887138
A_51_P242143	1.2972298
A_51_P242166	3.9633284
A_51_P242201	0.39351654
A_51_P242205	-1.8304577
A_51_P242265	0.99158096
A_51_P242293	-6.15989
A_51_P242345	2.9100409
A_51_P242356	5.0254736
A_51_P242399	-6.2699747
A_51_P242400	-6.2920995
A_51_P242403	-6.292333
A_51_P242414	2.831317
A_51_P242446	-3.269884
A_51_P242460	-5.1387844
A_51_P242487	-6.2423296
A_51_P242493	-4.0730867
A_51_P242496	-6.257453
A_51_P242560	0.16592026
A_51_P242565	-6.16834
A_51_P242585	-0.2547531
A_51_P242591	-0.02717495
A_51_P242603	-2.1939836
A_51_P242608	-0.34471893
A_51_P242622	-6.2809334
A_51_P242634	-1.6672568
A_51_P242643	-6.289053
A_51_P242663	-0.4089756
A_51_P242687	-2.6409864
A_51_P242767	-0.03293228
A_51_P242779	-2.2690434
A_51_P242796	0.12411022
A_51_P242859	-1.4848404
A_51_P242918	-1.5049729
A_51_P242930	-2.4815288
A_51_P242952	-5.867139
A_51_P242967	-4.4273567
A_51_P242978	-3.8794327
A_51_P243036	-1.9704394
A_51_P243063	-5.2438164
A_51_P243073	-6.2437234
A_51_P243094	-6.2165422
A_51_P243103	-5.154915
A_51_P243122	-4.274251
A_51_P243123	-4.8866997
A_51_P243134	1.0841122
A_51_P243153	-6.2758493
A_51_P243157	-3.459268
A_51_P243168	2.1943312
A_51_P243187	-6.2200794
A_51_P243194	1.6935844
A_51_P243207	1.1743078
A_51_P243246	-2.3192577
A_51_P243283	6.1564503
A_51_P243288	7.9354734
A_51_P243304	5.5335255
A_51_P243323	-0.12146282
A_51_P243342	2.8185854
A_51_P243349	-6.3135757
A_51_P243387	-6.2634
A_51_P243393	-5.2828474
A_51_P243418	-6.3790116
A_51_P243435	-1.7546096
A_51_P243454	-3.9271898
A_51_P243495	-6.3177943
A_51_P243503	1.3892975
A_51_P243514	-4.928298
A_51_P243532	2.742957
A_51_P243545	-3.4057903
A_51_P243559	-6.394812
A_51_P243575	-6.288312
A_51_P243596	-2.2984958
A_51_P243609	1.8945189
A_51_P243623	1.0508595
A_51_P243646	-6.254019
A_51_P243667	-6.2258563
A_51_P243684	8.348006
A_51_P243695	-0.009152412
A_51_P243709	-6.0231705
A_51_P243721	-6.2698956
A_51_P243726	8.097882
A_51_P243727	7.875472
A_51_P243750	1.5200062
A_51_P243755	-6.23989
A_51_P243808	-2.7759733
A_51_P243819	-6.258957
A_51_P243857	4.007662
A_51_P243900	-4.6421723
A_51_P243914	4.53811
A_51_P243930	0.8588648
A_51_P243941	-5.2121468
A_51_P243963	-2.629077
A_51_P243978	-2.844932
A_51_P244020	-4.3099546
A_51_P244034	-3.9429383
A_51_P244052	-0.858284
A_51_P244061	2.5092154
A_51_P244092	-2.1854858
A_51_P244127	-5.9429317
A_51_P244154	-0.7030163
A_51_P244194	-6.2385063
A_51_P244213	-1.3621058
A_51_P244234	-6.056958
A_51_P244287	-1.1344638
A_51_P244303	-6.219937
A_51_P244333	-3.0188217
A_51_P244356	2.2191277
A_51_P244396	-6.2209077
A_51_P244408	-1.263545
A_51_P244439	2.8133888
A_51_P244453	0.8159008
A_51_P244492	-1.5204244
A_51_P244497	-3.763371
A_51_P244504	0.36845112
A_51_P244520	-6.3976417
A_51_P244531	-3.6175904
A_51_P244540	-4.1836467
A_51_P244543	-1.5573096
A_51_P244558	2.05229
A_51_P244565	-3.0813885
A_51_P244577	1.3105717
A_51_P244586	1.3379889
A_51_P244633	-6.243254
A_51_P244655	0.46064472
A_51_P244690	4.6023426
A_51_P244792	-6.252201
A_51_P244810	-6.2748666
A_51_P244820	0.27545834
A_51_P244824	-1.6655927
A_51_P244856	-2.2287216
A_51_P244879	-4.638294
A_51_P244892	-1.5919552
A_51_P244923	0.9998026
A_51_P244950	-6.3091187
A_51_P244969	0.065963745
A_51_P244973	1.175087
A_51_P244993	0.94079304
A_51_P245025	-6.274268
A_51_P245038	-4.9897757
A_51_P245090	-6.276864
A_51_P245102	-3.6541533
A_51_P245123	-6.25649
A_51_P245156	-6.2257934
A_51_P245202	-6.2475452
A_51_P245248	0.9985199
A_51_P245263	-6.304076
A_51_P245275	4.5826616
A_51_P245324	-6.2889123
A_51_P245337	0.53372574
A_51_P245368	-0.17736816
A_51_P245391	-4.071571
A_51_P245393	2.2677097
A_51_P245405	0.60569
A_51_P245412	-1.7445817
A_51_P245414	-5.3598166
A_51_P245454	3.5140934
A_51_P245465	-3.3800693
A_51_P245485	0.88307667
A_51_P245503	-6.278413
A_51_P245525	6.474065
A_51_P245533	-6.252038
A_51_P245546	-1.0549264
A_51_P245558	-6.236945
A_51_P245564	-4.1938972
A_51_P245631	-4.443209
A_51_P245633	-6.270316
A_51_P245718	-4.8618293
A_51_P245789	-3.719253
A_51_P245796	5.9815283
A_51_P245865	-6.258752
A_51_P245875	-4.861485
A_51_P245895	-6.263176
A_51_P245939	-2.7810287
A_51_P245989	-4.317806
A_51_P246001	4.1580486
A_51_P246060	-5.1940026
A_51_P246066	-2.8994617
A_51_P246076	-1.861774
A_51_P246092	-6.1840496
A_51_P246104	-6.004196
A_51_P246119	3.0154686
A_51_P246133	-2.7332625
A_51_P246146	4.301442
A_51_P246166	-5.8459635
A_51_P246181	-3.7955303
A_51_P246200	-1.9317255
A_51_P246215	4.7827044
A_51_P246224	-0.28062916
A_51_P246305	-3.656505
A_51_P246317	7.6748743
A_51_P246339	3.9417934
A_51_P246345	-5.052706
A_51_P246387	1.7127886
A_51_P246411	1.4545412
A_51_P246416	-6.2766047
A_51_P246428	-6.269099
A_51_P246471	1.1777897
A_51_P246487	-6.0197845
A_51_P246517	-6.3004055
A_51_P246527	2.2458076
A_51_P246531	1.2372208
A_51_P246543	-3.1465158
A_51_P246627	-6.2682486
A_51_P246653	-0.9785433
A_51_P246667	-2.4217777
A_51_P246677	-0.8348141
A_51_P246690	1.688179
A_51_P246705	1.7324152
A_51_P246727	-0.88059235
A_51_P246738	-6.2418404
A_51_P246744	1.5699501
A_51_P246754	0.37185287
A_51_P246773	-0.16660213
A_51_P246816	1.0167999
A_51_P246844	-0.10513973
A_51_P246854	-2.4769607
A_51_P246871	-6.25739
A_51_P246895	3.2283258
A_51_P246903	6.841769
A_51_P246924	-2.2999935
A_51_P246944	4.87564
A_51_P246962	2.5370703
A_51_P247014	-6.277144
A_51_P247030	-4.5801754
A_51_P247034	2.332798
A_51_P247070	-5.524684
A_51_P247098	-6.323958
A_51_P247103	-6.302459
A_51_P247114	-6.345865
A_51_P247157	3.8684769
A_51_P247168	-5.113333
A_51_P247172	-6.2464857
A_51_P247175	-2.128224
A_51_P247184	-4.572975
A_51_P247239	-6.2601976
A_51_P247249	-5.5753684
A_51_P247359	-0.50052834
A_51_P247385	-6.2484007
A_51_P247393	-5.625437
A_51_P247412	-6.1017466
A_51_P247421	-5.1928225
A_51_P247441	1.847621
A_51_P247472	-3.0712247
A_51_P247481	1.2004976
A_51_P247496	-6.1311245
A_51_P247542	-6.251094
A_51_P247591	2.6534548
A_51_P247614	-1.7755723
A_51_P247625	-6.2488737
A_51_P247637	-1.1680379
A_51_P247665	-0.2254591
A_51_P247694	-3.1672444
A_51_P247799	1.8607426
A_51_P247853	-6.3049517
A_51_P247873	6.4372215
A_51_P247883	-3.9507804
A_51_P247894	2.747572
A_51_P247928	0.9540844
A_51_P247955	3.3680897
A_51_P247960	3.1840134
A_51_P247963	-5.0719223
A_51_P247976	-5.737815
A_51_P248008	-6.2377863
A_51_P248031	-5.5173597
A_51_P248044	1.6488829
A_51_P248067	2.545557
A_51_P248097	-2.5891876
A_51_P248122	1.8488598
A_51_P248160	-5.1053863
A_51_P248181	-6.2471437
A_51_P248209	-3.5803623
A_51_P248230	-6.232113
A_51_P248234	3.343563
A_51_P248265	-2.4582462
A_51_P248293	-3.5072646
A_51_P248304	0.50115013
A_51_P248328	-0.05774021
A_51_P248335	-3.1721177
A_51_P248344	-6.2386084
A_51_P248345	-6.25553
A_51_P248381	0.5552654
A_51_P248387	-2.2859626
A_51_P248395	-6.2502933
A_51_P248403	-4.701741
A_51_P248441	-1.9210186
A_51_P248444	1.3775034
A_51_P248484	-6.2521963
A_51_P248544	6.268051
A_51_P248580	2.0323343
A_51_P248595	-6.2660847
A_51_P248609	3.1118479
A_51_P248613	-6.300851
A_51_P248629	-1.5837774
A_51_P248638	-6.3318653
A_51_P248644	2.8568373
A_51_P248666	-0.467124
A_51_P248674	2.5910292
A_51_P248687	-6.3754663
A_51_P248705	2.4686813
A_51_P248714	-6.2859235
A_51_P248786	-2.8038745
A_51_P248793	-6.3079414
A_51_P248819	1.2032042
A_51_P248846	-5.319559
A_51_P248857	1.6071005
A_51_P248865	-6.3436203
A_51_P248888	-4.8916245
A_51_P248935	-5.750154
A_51_P248959	-1.0207782
A_51_P248962	-0.55470276
A_51_P248982	-6.3661966
A_51_P248986	-6.3413863
A_51_P248999	1.5521727
A_51_P249009	0.9749155
A_51_P249024	0.4767294
A_51_P249051	5.089203
A_51_P249073	-6.299124
A_51_P249104	-4.651109
A_51_P249118	-0.39649582
A_51_P249127	2.577201
A_51_P249180	-5.290291
A_51_P249193	-6.326728
A_51_P249215	-6.329944
A_51_P249227	6.5021305
A_51_P249250	-0.5939865
A_51_P249259	5.6747446
A_51_P249268	-6.216114
A_51_P249274	-3.2146
A_51_P249286	-2.2388263
A_51_P249302	-6.2613325
A_51_P249305	-0.2753315
A_51_P249313	-0.10391426
A_51_P249335	-6.027672
A_51_P249348	0.91766167
A_51_P249360	-0.44966602
A_51_P249363	-4.514697
A_51_P249385	5.1201553
A_51_P249414	2.051794
A_51_P249471	2.397212
A_51_P249494	6.660122
A_51_P249516	-0.71322346
A_51_P249537	1.6001396
A_51_P249544	2.488927
A_51_P249559	-6.2695727
A_51_P249565	-6.290241
A_51_P249578	-6.2580724
A_51_P249594	-0.8150301
A_51_P249608	-6.2872715
A_51_P249627	0.63830566
A_51_P249689	-6.2631044
A_51_P249749	-6.4017487
A_51_P249777	-0.38519955
A_51_P249793	1.6656857
A_51_P249821	-1.4219837
A_51_P249824	0.7987976
A_51_P249848	-5.6613092
A_51_P249867	0.3525591
A_51_P249889	-6.2612963
A_51_P249909	-2.4835339
A_51_P249930	-6.219946
A_51_P249957	-2.4773088
A_51_P249989	-1.3689961
A_51_P250001	-5.5899377
A_51_P250017	-6.262683
A_51_P250036	-6.2542543
A_51_P250049	-6.2738667
A_51_P250058	1.058464
A_51_P250088	-6.274659
A_51_P250123	-1.4420938
A_51_P250131	-5.981409
A_51_P250161	-6.2790422
A_51_P250178	-6.253577
A_51_P250217	-6.0046587
A_51_P250337	-6.24547
A_51_P250349	-6.313398
A_51_P250358	0.015976906
A_51_P250378	-1.6803846
A_51_P250422	-6.260608
A_51_P250433	-1.0484605
A_51_P250445	0.63953495
A_51_P250459	0.4641657
A_51_P250465	1.3570547
A_51_P250477	-6.3281193
A_51_P250551	1.4162235
A_51_P250559	-6.412175
A_51_P250571	-5.332384
A_51_P250590	-1.1593041
A_51_P250597	-3.3842387
A_51_P250647	3.8318567
A_51_P250669	-6.27629
