Reporter Identifier	VALUE
A_51_P104077	-5.4513
A_51_P104125	1.3879986
A_51_P104128	7.033289
A_51_P104162	-2.9565058
A_51_P104172	-1.4976754
A_51_P104187	6.626939
A_51_P104197	-6.6004
A_51_P104241	-6.6902914
A_51_P104255	-6.530999
A_51_P104258	-6.67472
A_51_P104274	-6.141491
A_51_P104290	-4.70362
A_51_P104348	-6.581656
A_51_P104361	-6.523079
A_51_P104392	-4.0496116
A_51_P104409	-3.7039175
A_51_P104418	-3.8964858
A_51_P104430	-6.6587176
A_51_P104456	4.5194616
A_51_P104478	-5.285744
A_51_P104487	-5.1969852
A_51_P104527	2.186945
A_51_P104565	-6.677595
A_51_P104569	-6.677931
A_51_P104596	0.80331993
A_51_P104608	-6.5710573
A_51_P104670	4.2399483
A_51_P104681	-6.6895576
A_51_P104687	-6.1407595
A_51_P104710	-3.2895484
A_51_P104718	-6.6624737
A_51_P104722	-6.660241
A_51_P104727	0.70677567
A_51_P104747	3.1691036
A_51_P104757	-1.8649893
A_51_P104768	-5.995369
A_51_P104783	-4.552041
A_51_P104786	-5.190213
A_51_P104802	-6.4421525
A_51_P104861	-0.73792744
A_51_P104891	1.5469007
A_51_P104897	1.3525963
A_51_P104933	5.2317047
A_51_P104939	-5.43799
A_51_P104953	-2.1327462
A_51_P104960	5.2402163
A_51_P104977	-1.8142624
A_51_P105000	-6.6782923
A_51_P105017	0.06805992
A_51_P105068	-6.5700893
A_51_P105078	2.5746365
A_51_P105124	-1.646862
A_51_P105161	-1.6820993
A_51_P105178	1.1171684
A_51_P105241	-3.0096264
A_51_P105263	-0.1339302
A_51_P105292	-6.6920958
A_51_P105320	1.381814
A_51_P105339	4.673298
A_51_P105380	-3.6030674
A_51_P105408	2.2150784
A_51_P105445	-1.377809
A_51_P105480	-4.4112945
A_51_P105520	5.765424
A_51_P105554	-4.662247
A_51_P105589	4.88838
A_51_P105604	1.1920042
A_51_P105709	3.3567438
A_51_P105755	-1.9269457
A_51_P105766	-6.6483145
A_51_P105800	-2.139842
A_51_P105810	3.5723543
A_51_P105822	-4.955333
A_51_P105837	2.795741
A_51_P105847	-6.5772977
A_51_P105869	-1.8256154
A_51_P105879	-6.6875143
A_51_P105887	-6.620741
A_51_P105908	-3.2184138
A_51_P105927	-0.87719107
A_51_P105986	3.2659168
A_51_P105991	-2.9275007
A_51_P106000	-2.033618
A_51_P106059	4.854661
A_51_P106114	-5.629388
A_51_P106144	2.0220766
A_51_P106191	0.9226856
A_51_P106202	-6.6829567
A_51_P106211	0.32396507
A_51_P106227	3.4115849
A_51_P106249	-5.126257
A_51_P106259	1.6201096
A_51_P106263	0.5951462
A_51_P106269	-6.468218
A_51_P106294	-6.6544237
A_51_P106322	1.2424049
A_51_P106373	4.0065966
A_51_P106377	-6.4766474
A_51_P106397	-2.0373616
A_51_P106428	3.4366093
A_51_P106443	-1.4604335
A_51_P106455	-6.444083
A_51_P106474	0.24300194
A_51_P106488	3.5222998
A_51_P106527	3.710702
A_51_P106538	0.27238464
A_51_P106591	-4.630196
A_51_P106634	-6.636385
A_51_P106735	-6.590276
A_51_P106743	3.6784077
A_51_P106745	1.8896313
A_51_P106752	-1.8779097
A_51_P106779	-0.12709999
A_51_P106799	-1.8449855
A_51_P106859	3.750493
A_51_P106868	3.2068644
A_51_P106893	-3.9215422
A_51_P106900	-6.6939735
A_51_P106918	-6.6759644
A_51_P106952	0.5513668
A_51_P106968	-6.6839314
A_51_P106979	-6.689105
A_51_P107020	-5.0244236
A_51_P107039	-5.1568613
A_51_P107053	-5.8754625
A_51_P107066	-1.2593255
A_51_P107090	2.0167112
A_51_P107099	-6.678278
A_51_P107126	3.5355406
A_51_P107140	-6.6832957
A_51_P107176	-6.6898775
A_51_P107234	4.2443027
A_51_P107243	-0.9979572
A_51_P107265	2.7856808
A_51_P107282	0.79635143
A_51_P107302	-2.7930417
A_51_P107315	-6.5543475
A_51_P107321	4.136327
A_51_P107326	6.5787086
A_51_P107362	-0.32906628
A_51_P107373	-6.6372204
A_51_P107378	2.911705
A_51_P107433	3.6480494
A_51_P107438	0.14406872
A_51_P107463	-5.937832
A_51_P107547	2.096365
A_51_P107558	-6.656271
A_51_P107591	-6.2097473
A_51_P107599	4.703264
A_51_P107633	-6.684476
A_51_P107652	-6.6074724
A_51_P107658	-4.5351768
A_51_P107673	-6.6710486
A_51_P107686	1.2552042
A_51_P107701	-3.3841753
A_51_P107722	-6.682108
A_51_P107738	-6.6872253
A_51_P107752	-2.0717707
A_51_P107765	-6.691327
A_51_P107782	1.6673107
A_51_P107807	-6.605344
A_51_P107808	-1.9690166
A_51_P107901	-6.697175
A_51_P107934	-6.688387
A_51_P107938	-3.2150474
A_51_P107959	-6.5314336
A_51_P107985	-6.636246
A_51_P107991	-2.224842
A_51_P107998	-3.0669112
A_51_P108020	-3.5271134
A_51_P108031	-6.6463537
A_51_P108038	-6.509625
A_51_P108051	3.7664375
A_51_P108072	-5.803237
A_51_P108108	-3.5137491
A_51_P108131	-0.43015862
A_51_P108173	1.2030001
A_51_P108183	-6.6246815
A_51_P108190	4.1510887
A_51_P108226	-4.1411443
A_51_P108228	-6.684786
A_51_P108252	2.4767094
A_51_P108266	-5.0692043
A_51_P108269	2.5062542
A_51_P108309	-6.594878
A_51_P108334	7.709502
A_51_P108384	-6.6484036
A_51_P108408	1.2986736
A_51_P108428	-2.8945136
A_51_P108432	-6.452314
A_51_P108459	-4.323015
A_51_P108478	2.3239727
A_51_P108484	2.1134806
A_51_P108489	3.1439075
A_51_P108525	1.3503294
A_51_P108555	-6.7065325
A_51_P108573	-1.7201543
A_51_P108581	-6.6199436
A_51_P108606	-6.5529814
A_51_P108629	-2.071766
A_51_P108645	-1.4509912
A_51_P108659	-6.679249
A_51_P108701	5.421109
A_51_P108723	1.7261438
A_51_P108731	0.16658974
A_51_P108741	-6.6580744
A_51_P108757	3.1421623
A_51_P108767	0.00683403
A_51_P108778	0.39344501
A_51_P108779	2.820056
A_51_P108788	-5.1401434
A_51_P108812	-6.579658
A_51_P108853	0.06168461
A_51_P108862	5.90769
A_51_P108891	2.934698
A_51_P108901	2.1687193
A_51_P108923	-4.304007
A_51_P108935	2.4155579
A_51_P108948	2.697794
A_51_P108973	-6.5154715
A_51_P108978	1.1305866
A_51_P108990	-2.3940043
A_51_P109050	1.4382429
A_51_P109060	-6.6674743
A_51_P109097	-3.8218756
A_51_P109099	-5.0221953
A_51_P109119	-6.6247997
A_51_P109131	-6.6828804
A_51_P109144	-1.3377757
A_51_P109171	3.4846544
A_51_P109258	-6.600777
A_51_P109274	-6.683047
A_51_P109295	-6.709887
A_51_P109298	-6.6836166
A_51_P109326	-6.480185
A_51_P109335	3.8079214
A_51_P109357	-6.6818223
A_51_P109364	-0.015968323
A_51_P109369	-0.89066935
A_51_P109412	-6.5881815
A_51_P109421	2.4413214
A_51_P109439	-6.6875014
A_51_P109449	-2.897769
A_51_P109469	-4.4096
A_51_P109496	1.0070591
A_51_P109508	-3.0062695
A_51_P109541	0.25320053
A_51_P109548	-6.6248703
A_51_P109649	-6.6845665
A_51_P109668	0.3693266
A_51_P109692	-6.116071
A_51_P109699	-6.6947756
A_51_P109708	-6.20619
A_51_P109741	0.005169869
A_51_P109742	-1.5767508
A_51_P109766	5.3803616
A_51_P109798	-6.681075
A_51_P109828	5.9232883
A_51_P109835	4.6575994
A_51_P109840	-4.898338
A_51_P109864	-5.9903736
A_51_P109881	-1.9388638
A_51_P109888	1.0062208
A_51_P109923	-0.07201576
A_51_P109933	-3.4522624
A_51_P109939	4.850795
A_51_P109976	-4.2959237
A_51_P110035	1.2314396
A_51_P110068	1.6807499
A_51_P110081	-0.35756493
A_51_P110088	-6.6391573
A_51_P110108	-1.4235101
A_51_P110147	2.736826
A_51_P110165	-4.393169
A_51_P110168	-1.9836965
A_51_P110173	-0.9082422
A_51_P110189	-2.461955
A_51_P110220	-6.6394796
A_51_P110283	-6.657774
A_51_P110289	-4.399881
A_51_P110301	-1.0615826
A_51_P110317	-6.54757
A_51_P110323	-6.67874
A_51_P110329	-2.7140331
A_51_P110341	-6.682296
A_51_P110371	-2.4704595
A_51_P110381	-6.522105
A_51_P110395	1.7531462
A_51_P110421	-5.656227
A_51_P110455	4.414385
A_51_P110471	1.7003756
A_51_P110529	-4.753172
A_51_P110547	-6.6736917
A_51_P110576	3.1828842
A_51_P110618	-4.3365455
A_51_P110640	-6.635854
A_51_P110651	1.4941101
A_51_P110672	-6.693966
A_51_P110689	2.5553026
A_51_P110699	-2.7943697
A_51_P110725	-5.6961517
A_51_P110759	-6.5149226
A_51_P110791	-4.2428193
A_51_P110814	5.601227
A_51_P110830	-4.4506774
A_51_P110841	2.2277155
A_51_P110863	-4.617945
A_51_P110873	-6.4686713
A_51_P110914	-4.0282784
A_51_P110931	0.90184975
A_51_P110938	-4.9591613
A_51_P111003	0.121831894
A_51_P111018	-0.9602027
A_51_P111068	-4.214116
A_51_P111094	-6.6774015
A_51_P111143	4.838809
A_51_P111164	-0.10623169
A_51_P111192	-4.564304
A_51_P111210	3.558014
A_51_P111212	1.4318027
A_51_P111223	-6.119855
A_51_P111233	-6.6030116
A_51_P111245	0.07653713
A_51_P111259	1.8247967
A_51_P111285	-4.3895183
A_51_P111293	-4.469604
A_51_P111325	-4.4090824
A_51_P111335	-6.4851017
A_51_P111380	0.41195488
A_51_P111434	-5.68093
A_51_P111455	-0.7953949
A_51_P111462	2.0992403
A_51_P111488	0.75008583
A_51_P111492	0.7436533
A_51_P111513	-6.6624384
A_51_P111532	-5.955599
A_51_P111544	5.043497
A_51_P111554	0.44550133
A_51_P111562	0.27591038
A_51_P111583	2.3972092
A_51_P111595	2.342496
A_51_P111612	-2.9523764
A_51_P111655	-6.683871
A_51_P111669	-6.6951933
A_51_P111704	-6.647671
A_51_P111757	2.2815075
A_51_P111762	2.443491
A_51_P111796	-0.577281
A_51_P111902	-4.9582067
A_51_P111907	-3.2509212
A_51_P111936	3.191493
A_51_P111950	-6.6188374
A_51_P111952	4.5584106
A_51_P111962	-6.597475
A_51_P112026	-6.0653973
A_51_P112066	2.4436073
A_51_P112116	0.7929201
A_51_P112151	-3.18858
A_51_P112174	-1.7962894
A_51_P112182	-5.015965
A_51_P112203	0.21221733
A_51_P112223	1.9937887
A_51_P112237	-0.8974285
A_51_P112308	-3.597847
A_51_P112319	-6.678482
A_51_P112322	-0.9095974
A_51_P112355	0.63075066
A_51_P112405	-1.258554
A_51_P112427	-6.6986136
A_51_P112445	2.5673742
A_51_P112456	-5.5734468
A_51_P112465	-6.6912622
A_51_P112476	-4.421976
A_51_P112518	-6.6078568
A_51_P112529	-0.8100519
A_51_P112557	5.403551
A_51_P112592	-3.0458913
A_51_P112627	-3.9875364
A_51_P112639	-2.7102776
A_51_P112644	1.7681465
A_51_P112661	-1.8860846
A_51_P112662	1.7764921
A_51_P112677	2.2248201
A_51_P112682	-2.789713
A_51_P112734	0.82657146
A_51_P112762	-4.6658106
A_51_P112789	0.94847393
A_51_P112796	-6.6854105
A_51_P112817	-6.610138
A_51_P112833	-6.6797037
A_51_P112889	-6.6572886
A_51_P112912	0.84565926
A_51_P112932	-2.118307
A_51_P112966	-2.3900633
A_51_P113003	2.442505
A_51_P113026	-6.6829357
A_51_P113033	-6.6826315
A_51_P113058	-2.4496975
A_51_P113068	-6.043273
A_51_P113072	4.3315563
A_51_P113106	-0.78498745
A_51_P113129	-6.692248
A_51_P113137	-1.3310065
A_51_P113144	1.0243769
A_51_P113162	-2.769671
A_51_P113178	-4.643408
A_51_P113182	-2.2551594
A_51_P113195	-5.97534
A_51_P113205	-6.635809
A_51_P113213	-6.6342154
A_51_P113222	2.8652124
A_51_P113242	-4.359494
A_51_P113274	1.4618587
A_51_P113321	-6.6772404
A_51_P113322	-5.861251
A_51_P113335	-4.180742
A_51_P113395	0.7679596
A_51_P113399	1.138197
A_51_P113403	0.68756676
A_51_P113430	0.9207773
A_51_P113475	-3.314711
A_51_P113518	-6.659067
A_51_P113527	5.9171057
A_51_P113550	-6.658076
A_51_P113588	-6.68272
A_51_P113672	-2.3803453
A_51_P113722	2.8556051
A_51_P113747	3.2935238
A_51_P113753	-6.0222387
A_51_P113769	-1.8400164
A_51_P113773	-0.40812016
A_51_P113784	2.1590672
A_51_P113806	-4.3162065
A_51_P113825	-4.1927643
A_51_P113865	-6.548279
A_51_P113890	-6.6567764
A_51_P113906	-6.685584
A_51_P113973	-6.6870947
A_51_P114002	-1.6572304
A_51_P114005	-3.1060758
A_51_P114028	2.4152117
A_51_P114037	-6.683242
A_51_P114049	5.035308
A_51_P114062	-2.8825889
A_51_P114067	-6.692086
A_51_P114094	3.3968859
A_51_P114126	-6.000884
A_51_P114136	2.1829767
A_51_P114148	-5.518755
A_51_P114177	2.8695564
A_51_P114214	-1.8654594
A_51_P114222	-5.571089
A_51_P114236	-0.110569
A_51_P114274	-0.25458717
A_51_P114287	1.931386
A_51_P114297	2.8284016
A_51_P114307	0.00788784
A_51_P114314	-0.41019154
A_51_P114336	-2.443366
A_51_P114348	-6.677321
A_51_P114353	0.18362522
A_51_P114372	-0.10138607
A_51_P114385	4.4060106
A_51_P114403	-4.6057863
A_51_P114407	1.7578058
A_51_P114456	-3.1243906
A_51_P114462	-4.358226
A_51_P114472	-0.1519556
A_51_P114504	-5.5907907
A_51_P114533	-5.443426
A_51_P114551	0.56730556
A_51_P114563	3.4667215
A_51_P114577	-4.3733363
A_51_P114591	2.8398752
A_51_P114606	-1.2938781
A_51_P114616	-0.15835667
A_51_P114634	-0.61618805
A_51_P114693	-1.691989
A_51_P114714	-0.13851452
A_51_P114722	-6.5545435
A_51_P114772	-2.3005247
A_51_P114797	-6.054628
A_51_P114817	-3.844324
A_51_P114826	0.6517639
A_51_P114843	-2.1337695
A_51_P114854	3.1685886
A_51_P114878	0.7574749
A_51_P114900	-6.546722
A_51_P114910	4.25632
A_51_P114917	-5.173754
A_51_P114941	-2.5882983
A_51_P114966	-1.5466366
A_51_P115005	-6.6204348
A_51_P115018	-0.8636017
A_51_P115027	0.78309155
A_51_P115049	-4.6384172
A_51_P115085	1.9589052
A_51_P115093	-0.069434166
A_51_P115098	-1.1176276
A_51_P115139	-4.8070345
A_51_P115147	-4.5513253
A_51_P115159	6.4840307
A_51_P115178	-5.8826704
A_51_P115192	-5.9557137
A_51_P115197	-1.5866537
A_51_P115229	-4.754307
A_51_P115244	-6.641727
A_51_P115268	2.2691994
A_51_P115303	-6.0787115
A_51_P115315	-6.604888
A_51_P115326	4.495701
A_51_P115334	3.3789291
A_51_P115335	-0.9173889
A_51_P115346	-6.036858
A_51_P115359	-6.4533186
A_51_P115374	-4.036306
A_51_P115376	-6.6897345
A_51_P115441	0.75879574
A_51_P115462	-6.6255455
A_51_P115471	-1.6238093
A_51_P115526	-6.6826425
A_51_P115535	-3.929995
A_51_P115547	2.2038546
A_51_P115575	-6.5887337
A_51_P115601	-4.7073116
A_51_P115626	-5.709565
A_51_P115635	-6.683077
A_51_P115655	2.1058702
A_51_P115656	-5.7768474
A_51_P115666	1.4178038
A_51_P115715	-1.1954703
A_51_P115738	-4.6839967
A_51_P115749	-0.2274561
A_51_P115768	-1.3051434
A_51_P115800	-4.865887
A_51_P115817	-4.158817
A_51_P115829	5.3643312
A_51_P115863	-5.1400414
A_51_P115868	-6.5142403
A_51_P115886	1.0006466
A_51_P115895	-6.210519
A_51_P115896	-6.5597725
A_51_P115905	-6.5474086
A_51_P115934	-3.476385
A_51_P115940	-0.5200281
A_51_P115953	-6.596537
A_51_P115988	1.464612
A_51_P116007	-2.6892924
A_51_P116023	-3.2354336
A_51_P116027	3.5719128
A_51_P116039	-6.684948
A_51_P116064	-6.6780825
A_51_P116071	-6.6361284
A_51_P116088	3.7537842
A_51_P116130	0.034742355
A_51_P116137	-4.077473
A_51_P116157	-0.9027276
A_51_P116179	-5.7153816
A_51_P116211	-6.609371
A_51_P116226	-6.6823215
A_51_P116239	-4.3979754
A_51_P116245	-6.338374
A_51_P116289	-0.57180023
A_51_P116298	-2.1151428
A_51_P116309	2.888586
A_51_P116326	-2.6184535
A_51_P116343	-6.681289
A_51_P116377	-6.6595774
A_51_P116395	2.4910154
A_51_P116407	-0.20639038
A_51_P116419	-1.9076428
A_51_P116421	1.1781607
A_51_P116431	-6.635854
A_51_P116447	0.7533493
A_51_P116465	-6.42052
A_51_P116479	0.4304409
A_51_P116487	6.158222
A_51_P116496	-4.036069
A_51_P116581	3.5629673
A_51_P116601	-2.3911557
A_51_P116609	-6.5407114
A_51_P116616	4.119379
A_51_P116636	-2.6385813
A_51_P116651	-6.691237
A_51_P116665	0.7002678
A_51_P116687	-0.48952484
A_51_P116699	1.6261501
A_51_P116725	-6.6845264
A_51_P116755	-6.607149
A_51_P116796	-6.3488445
A_51_P116813	-0.4016924
A_51_P116838	9.357635
A_51_P116889	-6.620075
A_51_P116896	-5.7999744
A_51_P116906	5.095543
A_51_P116932	-6.637314
A_51_P116940	-2.8012233
A_51_P116946	-4.090057
A_51_P116976	-1.5715256
A_51_P116986	-2.1133513
A_51_P117015	-4.5946317
A_51_P117020	-6.532411
A_51_P117087	-5.066079
A_51_P117109	1.4703779
A_51_P117115	-4.025936
A_51_P117130	-0.42124653
A_51_P117162	2.3648634
A_51_P117165	-4.218526
A_51_P117195	-6.691388
A_51_P117206	-6.6581893
A_51_P117226	2.5172405
A_51_P117236	-0.5421753
A_51_P117369	-3.6090455
A_51_P117378	-6.69005
A_51_P117385	-4.470137
A_51_P117411	-6.533576
A_51_P117432	0.3753109
A_51_P117439	1.1179953
A_51_P117457	-0.15489292
A_51_P117477	-0.40666103
A_51_P117494	2.4765491
A_51_P117567	-6.6640778
A_51_P117581	2.0973272
A_51_P117600	-1.2639132
A_51_P117604	2.3390856
A_51_P117612	-5.020652
A_51_P117618	1.3222895
A_51_P117627	-5.2209625
A_51_P117640	-3.3640428
A_51_P117664	0.81438065
A_51_P117666	3.6307116
A_51_P117711	-2.9118357
A_51_P117739	-6.691476
A_51_P117752	-2.020423
A_51_P117777	2.6986828
A_51_P117794	-5.830788
A_51_P117832	-0.18545914
A_51_P117835	-2.9766865
A_51_P117865	0.47081947
A_51_P117881	-6.428058
A_51_P117890	-6.68279
A_51_P117903	-6.2965927
A_51_P117924	-1.5834618
A_51_P117933	-5.8932886
A_51_P117952	-2.0838919
A_51_P117995	3.2164183
A_51_P118012	-3.2044353
A_51_P118024	-6.6895256
A_51_P118046	-6.683299
A_51_P118061	-6.671922
A_51_P118103	-2.5875936
A_51_P118132	-0.49301624
A_51_P118168	0.12550831
A_51_P118188	-4.2054234
A_51_P118223	0.6247244
A_51_P118225	-4.894059
A_51_P118237	-1.0596213
A_51_P118246	-1.9730968
A_51_P118284	-4.030264
A_51_P118300	-5.0462656
A_51_P118320	3.5758905
A_51_P118400	-6.7035704
A_51_P118415	4.088195
A_51_P118417	6.388133
A_51_P118433	-2.040794
A_51_P118443	1.6410971
A_51_P118468	-4.785558
A_51_P118506	-6.679941
A_51_P118527	-6.660495
A_51_P118535	1.4167614
A_51_P118539	1.8332396
A_51_P118545	-6.689358
A_51_P118603	2.8745604
A_51_P118637	3.0774336
A_51_P118650	3.2788143
A_51_P118664	-1.9192123
A_51_P118671	2.3795528
A_51_P118688	-4.215876
A_51_P118704	-1.9664621
A_51_P118712	4.651924
A_51_P118715	0.34490776
A_51_P118720	0.023940086
A_51_P118727	-1.8108573
A_51_P118742	2.3817377
A_51_P118763	1.7205124
A_51_P118765	7.91199
A_51_P118779	-0.24517536
A_51_P118822	-6.6436925
A_51_P118868	-5.6863413
A_51_P118877	-6.692378
A_51_P118885	2.687191
A_51_P118902	0.016069412
A_51_P118945	-4.871747
A_51_P119016	-0.41544247
A_51_P119031	-0.43136787
A_51_P119039	-6.5371146
A_51_P119055	-0.735796
A_51_P119066	-3.0558815
A_51_P119077	7.992675
A_51_P119100	-4.091516
A_51_P119106	8.010423
A_51_P119161	-3.3293028
A_51_P119215	-4.494575
A_51_P119239	-4.580267
A_51_P119255	-6.6872907
A_51_P119306	-2.7518568
A_51_P119315	-6.5780725
A_51_P119358	0.45469475
A_51_P119387	-6.510827
A_51_P119401	0.42327404
A_51_P119429	-2.465826
A_51_P119460	1.0740366
A_51_P119469	-5.2452717
A_51_P119525	-6.700722
A_51_P119544	1.1632433
A_51_P119588	-5.223528
A_51_P119597	4.7746563
A_51_P119633	-6.7040796
A_51_P119636	-6.2593856
A_51_P119670	-2.6393738
A_51_P119715	6.8779383
A_51_P119726	-4.846305
A_51_P119749	-1.9519258
A_51_P119760	-2.3050609
A_51_P119771	-4.4736457
A_51_P119776	-4.106273
A_51_P119841	-3.8109632
A_51_P119857	1.1772785
A_51_P119882	-6.5260687
A_51_P119890	-6.667816
A_51_P119900	-5.285499
A_51_P119923	2.8334694
A_51_P119932	-3.2581253
A_51_P119947	-6.6896896
A_51_P119986	-0.74286366
A_51_P120008	-2.1966295
A_51_P120024	-4.628002
A_51_P120027	-6.557847
A_51_P120066	0.39179134
A_51_P120093	2.2956142
A_51_P120097	-4.8814516
A_51_P120137	-1.4356551
A_51_P120201	6.553651
A_51_P120220	-1.5968647
A_51_P120233	-6.679406
A_51_P120239	0.9009304
A_51_P120254	1.1551113
A_51_P120257	3.923499
A_51_P120275	-5.4522076
A_51_P120295	-3.4948726
A_51_P120305	3.9655466
A_51_P120356	-6.680208
A_51_P120388	-6.657817
A_51_P120398	-6.63071
A_51_P120415	-6.54672
A_51_P120448	1.8835058
A_51_P120461	2.3583422
A_51_P120470	0.26308155
A_51_P120589	-6.691519
A_51_P120608	2.1394844
A_51_P120615	-1.0327382
A_51_P120636	0.14910698
A_51_P120645	-5.8083534
A_51_P120674	2.3431625
A_51_P120680	-6.70421
A_51_P120688	-6.6383123
A_51_P120717	3.294115
A_51_P120729	4.6068125
A_51_P120738	-4.9530067
A_51_P120775	-6.666396
A_51_P120785	-1.7431083
A_51_P120823	-3.8637
A_51_P120830	-4.5940447
A_51_P120851	-4.0843434
A_51_P120859	5.5703745
A_51_P120875	-6.1366177
A_51_P120917	-4.737974
A_51_P120948	2.0664673
A_51_P120975	-6.528428
A_51_P120990	-2.9884772
A_51_P121031	-4.4200664
A_51_P121058	4.02277
A_51_P121086	-6.5096726
A_51_P121101	-4.1940002
A_51_P121134	-6.6818104
A_51_P121179	-5.3956594
A_51_P121198	-2.4630265
A_51_P121206	1.1038694
A_51_P121228	3.7534494
A_51_P121236	-1.1994748
A_51_P121252	0.4346094
A_51_P121266	-3.8192682
A_51_P121275	1.575489
A_51_P121288	-2.175056
A_51_P121302	-1.5316901
A_51_P121325	2.361908
A_51_P121335	-6.654603
A_51_P121359	2.6983852
