Reporter Identifier	VALUE
A_51_P103222	-2.6592388
A_51_P103229	0.7272272
A_51_P103237	-0.8624754
A_51_P103254	-5.064893
A_51_P103261	-6.518632
A_51_P103298	-6.3909183
A_51_P103320	-1.4722781
A_51_P103328	-6.545
A_51_P103364	-4.5220504
A_51_P103396	-2.5091467
A_51_P103397	0.1099987
A_51_P103406	-2.0507789
A_51_P103435	-6.660101
A_51_P103450	-5.8015056
A_51_P103465	-4.0199385
A_51_P103499	-5.8006735
A_51_P103509	2.049901
A_51_P103533	-0.86279297
A_51_P103541	-3.4834433
A_51_P103560	-5.2731714
A_51_P103586	-5.296238
A_51_P103594	-3.831653
A_51_P103617	-6.543394
A_51_P103650	2.1548138
A_51_P103659	1.3673038
A_51_P103706	-5.919605
A_51_P103718	2.978403
A_51_P103745	-2.953093
A_51_P103757	3.277029
A_51_P103780	1.7760258
A_51_P103819	-6.2330065
A_51_P103850	-4.610455
A_51_P103865	1.0250597
A_51_P103890	-6.4286017
A_51_P103912	-5.9988976
A_51_P103929	0.45929813
A_51_P103945	-6.1196947
A_51_P103975	2.6085844
A_51_P104006	-0.6552582
A_51_P104012	0.085754395
A_51_P104077	-6.663876
A_51_P104125	1.3488798
A_51_P104128	6.9970827
A_51_P104162	-2.7280679
A_51_P104172	-6.30023
A_51_P104187	6.699375
A_51_P104197	-6.535635
A_51_P104241	-6.580104
A_51_P104255	-6.570615
A_51_P104258	-6.6520786
A_51_P104274	-6.5937653
A_51_P104290	-5.420656
A_51_P104348	-6.5192413
A_51_P104361	-6.4289303
A_51_P104392	-3.7387133
A_51_P104409	-3.9659424
A_51_P104418	-2.4521623
A_51_P104430	-4.434484
A_51_P104456	4.591323
A_51_P104478	-5.755002
A_51_P104487	-5.7645254
A_51_P104527	2.128008
A_51_P104565	-6.6731772
A_51_P104569	-6.67455
A_51_P104596	0.81974316
A_51_P104608	-6.453698
A_51_P104670	4.2997885
A_51_P104681	-6.094673
A_51_P104687	-5.392416
A_51_P104710	-4.9648647
A_51_P104718	-6.540492
A_51_P104722	-6.600034
A_51_P104727	0.8813734
A_51_P104747	3.2525797
A_51_P104757	-1.9608655
A_51_P104768	-6.2077813
A_51_P104783	-4.768082
A_51_P104786	-4.77991
A_51_P104802	-6.627725
A_51_P104861	-0.72633076
A_51_P104891	1.4708071
A_51_P104897	1.4338923
A_51_P104933	5.352399
A_51_P104939	-5.9772053
A_51_P104953	-2.2386823
A_51_P104960	5.263077
A_51_P104977	-2.363276
A_51_P105000	-6.607517
A_51_P105017	-0.15210247
A_51_P105068	-6.4957714
A_51_P105078	2.7192898
A_51_P105124	-1.8065963
A_51_P105161	-2.155414
A_51_P105178	0.76552486
A_51_P105241	-1.0187082
A_51_P105263	-0.41293812
A_51_P105292	-6.66493
A_51_P105320	1.2561474
A_51_P105339	4.803342
A_51_P105380	-3.1636477
A_51_P105408	2.032607
A_51_P105445	-1.2966375
A_51_P105480	-4.5018926
A_51_P105520	5.5203857
A_51_P105554	-5.495925
A_51_P105589	4.46795
A_51_P105604	1.2462797
A_51_P105709	3.7308817
A_51_P105755	-1.7352505
A_51_P105766	-6.5383115
A_51_P105800	-2.4877653
A_51_P105810	3.6077614
A_51_P105822	-5.825042
A_51_P105837	2.7495718
A_51_P105847	-6.3958273
A_51_P105869	-1.7857885
A_51_P105879	-6.6147375
A_51_P105887	-6.5876255
A_51_P105908	-3.370284
A_51_P105927	-1.1322799
A_51_P105986	3.0470886
A_51_P105991	-3.0637817
A_51_P106000	-1.9797606
A_51_P106059	4.7676315
A_51_P106114	-6.6201696
A_51_P106144	1.84165
A_51_P106191	1.0725174
A_51_P106202	-6.6348505
A_51_P106211	-0.047569275
A_51_P106227	3.465375
A_51_P106249	-1.6378298
A_51_P106259	1.414875
A_51_P106263	0.3877802
A_51_P106269	-6.6027617
A_51_P106294	-6.5105915
A_51_P106322	1.0646219
A_51_P106373	3.8023767
A_51_P106377	-6.021942
A_51_P106397	-2.0616264
A_51_P106428	3.6329536
A_51_P106443	-1.3906059
A_51_P106455	-6.553912
A_51_P106474	0.35041523
A_51_P106488	3.147025
A_51_P106527	3.7101793
A_51_P106538	0.5061827
A_51_P106591	-4.206656
A_51_P106634	-6.5455704
A_51_P106735	-6.502836
A_51_P106743	3.5863485
A_51_P106745	1.8790274
A_51_P106752	-2.2300406
A_51_P106779	-0.5756388
A_51_P106799	-2.1123981
A_51_P106859	3.6117992
A_51_P106868	3.1224556
A_51_P106893	-3.4247599
A_51_P106900	-6.592881
A_51_P106918	-6.284968
A_51_P106952	0.74488163
A_51_P106968	-6.6682973
A_51_P106979	-6.627965
A_51_P107020	-4.6249557
A_51_P107039	-5.191275
A_51_P107053	-6.1438594
A_51_P107066	-1.4338636
A_51_P107090	1.8876543
A_51_P107099	-6.624989
A_51_P107126	3.3180256
A_51_P107140	-6.64748
A_51_P107176	-6.5636826
A_51_P107234	4.340619
A_51_P107243	-0.7294798
A_51_P107265	2.5580616
A_51_P107282	0.8021641
A_51_P107302	-2.8680553
A_51_P107315	-6.3407993
A_51_P107321	3.9791136
A_51_P107326	6.503887
A_51_P107362	-0.3097334
A_51_P107373	-6.689905
A_51_P107378	2.9925013
A_51_P107433	3.63194
A_51_P107438	0.16222095
A_51_P107463	-6.597129
A_51_P107547	2.041707
A_51_P107558	-6.5674443
A_51_P107591	-6.6657248
A_51_P107599	4.684168
A_51_P107633	-6.544883
A_51_P107652	-6.4992156
A_51_P107658	-4.886536
A_51_P107673	-6.646303
A_51_P107686	1.1160603
A_51_P107701	-5.9349675
A_51_P107722	-6.6419334
A_51_P107738	-6.649603
A_51_P107752	-2.4163332
A_51_P107765	-6.630647
A_51_P107782	1.4451027
A_51_P107807	-6.394573
A_51_P107808	-1.9797053
A_51_P107901	-6.6713066
A_51_P107934	-6.5564756
A_51_P107938	-3.2392483
A_51_P107959	-6.4702587
A_51_P107985	-6.472781
A_51_P107991	-1.9613857
A_51_P107998	-3.22513
A_51_P108020	-3.7427397
A_51_P108031	-6.5444894
A_51_P108038	-6.5576158
A_51_P108051	3.6585436
A_51_P108072	-5.490382
A_51_P108108	-3.7823882
A_51_P108131	-0.5295601
A_51_P108173	1.1461611
A_51_P108183	-6.418624
A_51_P108190	4.0213575
A_51_P108226	-5.8834295
A_51_P108228	-6.668412
A_51_P108252	2.6267166
A_51_P108266	-6.5116615
A_51_P108269	2.5519056
A_51_P108309	-6.566233
A_51_P108334	7.579421
A_51_P108384	-6.627348
A_51_P108408	1.422123
A_51_P108428	-3.7358747
A_51_P108432	-6.5951557
A_51_P108459	-4.956025
A_51_P108478	2.4867258
A_51_P108484	2.2526255
A_51_P108489	3.14248
A_51_P108525	1.5463037
A_51_P108555	-6.6900125
A_51_P108573	-1.8933878
A_51_P108581	-6.5892935
A_51_P108606	-6.7040663
A_51_P108629	-2.087459
A_51_P108645	-1.8510485
A_51_P108659	-4.942757
A_51_P108701	5.432722
A_51_P108723	1.5520563
A_51_P108731	0.37913895
A_51_P108741	-6.549884
A_51_P108757	2.8263712
A_51_P108767	0.16217613
A_51_P108778	0.48535824
A_51_P108779	2.7568464
A_51_P108788	-5.4212575
A_51_P108812	-5.983478
A_51_P108853	-0.008404732
A_51_P108862	5.7830477
A_51_P108891	3.1661167
A_51_P108901	2.4958172
A_51_P108923	-3.9407558
A_51_P108935	2.4951906
A_51_P108948	2.6971922
A_51_P108973	-6.5289516
A_51_P108978	0.93367386
A_51_P108990	-2.5335746
A_51_P109050	1.5692997
A_51_P109060	-6.3028717
A_51_P109097	-6.6803293
A_51_P109099	-4.6956205
A_51_P109119	-6.691081
A_51_P109131	-6.696779
A_51_P109144	-1.7242208
A_51_P109171	3.2181702
A_51_P109258	-6.5440583
A_51_P109274	-6.55462
A_51_P109295	-6.633188
A_51_P109298	-6.6624002
A_51_P109326	-6.607614
A_51_P109335	3.6690865
A_51_P109357	-6.643056
A_51_P109364	0.27388763
A_51_P109369	-1.6752963
A_51_P109412	-6.581289
A_51_P109421	2.4582243
A_51_P109439	-6.18184
A_51_P109449	-2.5389137
A_51_P109469	-4.8035426
A_51_P109496	1.0165873
A_51_P109508	-2.9552498
A_51_P109541	0.35405636
A_51_P109548	-6.5476065
A_51_P109649	-6.4958835
A_51_P109668	0.3350582
A_51_P109692	-6.538233
A_51_P109699	-6.6630764
A_51_P109708	-6.6617374
A_51_P109741	-0.10163498
A_51_P109742	-1.7782269
A_51_P109766	5.2683363
A_51_P109798	-6.6731577
A_51_P109828	5.800125
A_51_P109835	4.553421
A_51_P109840	-6.6449184
A_51_P109864	-4.3913026
A_51_P109881	-2.708652
A_51_P109888	0.7761593
A_51_P109923	-0.07162666
A_51_P109933	-2.3133159
A_51_P109939	4.6370306
A_51_P109976	-4.6168313
A_51_P110035	1.2231922
A_51_P110068	1.6142654
A_51_P110081	-0.5341997
A_51_P110088	-6.476224
A_51_P110108	-1.3332181
A_51_P110147	2.9739141
A_51_P110165	-4.680061
A_51_P110168	-1.464035
A_51_P110173	-0.48982334
A_51_P110189	-2.4054136
A_51_P110220	-6.6369133
A_51_P110283	-6.60477
A_51_P110289	-4.403108
A_51_P110301	-0.3902521
A_51_P110317	-6.5169516
A_51_P110323	-4.2126393
A_51_P110329	-4.3725
A_51_P110341	-6.6711116
A_51_P110371	-2.5309033
A_51_P110381	-6.461718
A_51_P110395	1.7507877
A_51_P110421	-5.085314
A_51_P110455	4.7596073
A_51_P110471	1.3136158
A_51_P110529	-4.7348566
A_51_P110547	-6.621849
A_51_P110576	3.2762775
A_51_P110618	-6.648655
A_51_P110640	-6.4853306
A_51_P110651	1.4070463
A_51_P110672	-6.596775
A_51_P110689	3.003354
A_51_P110699	-3.072606
A_51_P110725	-5.293371
A_51_P110759	-5.4876957
A_51_P110791	-6.11026
A_51_P110814	5.582302
A_51_P110830	-6.5328646
A_51_P110841	2.3331137
A_51_P110863	-5.3323183
A_51_P110873	-6.5645876
A_51_P110914	-5.753103
A_51_P110931	0.9493017
A_51_P110938	-4.8942575
A_51_P111003	0.32352352
A_51_P111018	-1.4754663
A_51_P111068	-4.1474857
A_51_P111094	-6.5292444
A_51_P111143	4.659854
A_51_P111164	-0.44247627
A_51_P111192	-4.4532824
A_51_P111210	3.8807993
A_51_P111212	1.5047054
A_51_P111223	-5.5642195
A_51_P111233	-6.675602
A_51_P111245	0.24828434
A_51_P111259	1.6644421
A_51_P111285	-4.228474
A_51_P111293	-3.337008
A_51_P111325	-4.330568
A_51_P111335	-6.0255175
A_51_P111380	0.58676624
A_51_P111434	-5.869079
A_51_P111455	-0.48536205
A_51_P111462	2.123148
A_51_P111488	0.70925426
A_51_P111492	0.41264153
A_51_P111513	-6.5631585
A_51_P111532	-5.954895
A_51_P111544	5.043665
A_51_P111554	0.60296726
A_51_P111562	0.32436275
A_51_P111583	2.3236513
A_51_P111595	2.2721968
A_51_P111612	-3.1511278
A_51_P111655	-6.639135
A_51_P111669	-6.651931
A_51_P111704	-6.5679574
A_51_P111757	2.3083258
A_51_P111762	2.0525303
A_51_P111796	-0.42230797
A_51_P111902	-6.0968504
A_51_P111907	-3.1320858
A_51_P111936	3.2405968
A_51_P111950	-6.4994726
A_51_P111952	4.621976
A_51_P111962	-6.1666474
A_51_P112026	-6.654745
A_51_P112066	2.2822857
A_51_P112116	0.6872473
A_51_P112151	-3.0693011
A_51_P112174	-2.0418596
A_51_P112182	-5.149121
A_51_P112203	0.010473251
A_51_P112223	1.6729889
A_51_P112237	-0.94704723
A_51_P112308	-3.4722323
A_51_P112319	-6.6759953
A_51_P112322	-0.34185982
A_51_P112355	2.0824127
A_51_P112405	-1.3906798
A_51_P112427	-6.646723
A_51_P112445	2.7324953
A_51_P112456	-5.720663
A_51_P112465	-5.6422954
A_51_P112476	-4.773661
A_51_P112518	-6.653693
A_51_P112529	-0.8475313
A_51_P112557	5.3279343
A_51_P112592	-3.0853114
A_51_P112627	-4.452082
A_51_P112639	-2.2716131
A_51_P112644	1.9052925
A_51_P112661	-2.6382756
A_51_P112662	1.8221912
A_51_P112677	2.3164024
A_51_P112682	-3.4231615
A_51_P112734	0.6758318
A_51_P112762	-4.6941795
A_51_P112789	0.9525995
A_51_P112796	-6.662406
A_51_P112817	-6.642541
A_51_P112833	-6.624486
A_51_P112889	-6.542877
A_51_P112912	1.0210876
A_51_P112932	-2.5286465
A_51_P112966	-1.9743652
A_51_P113003	2.4554892
A_51_P113026	-5.618526
A_51_P113033	-6.6421614
A_51_P113058	-2.7248435
A_51_P113068	-5.6019964
A_51_P113072	4.4659357
A_51_P113106	-0.6618891
A_51_P113129	-2.5802526
A_51_P113137	-1.3655586
A_51_P113144	0.50053215
A_51_P113162	-2.800745
A_51_P113178	-4.9100327
A_51_P113182	-2.5894847
A_51_P113195	-6.5933485
A_51_P113205	-6.600772
A_51_P113213	-6.5947714
A_51_P113222	2.8929214
A_51_P113242	-4.664619
A_51_P113274	1.2376366
A_51_P113321	-6.5108175
A_51_P113322	-5.200659
A_51_P113335	-4.8196692
A_51_P113395	0.7462368
A_51_P113399	1.0982199
A_51_P113403	0.6506872
A_51_P113430	1.0371428
A_51_P113475	-3.4555783
A_51_P113518	-6.4681273
A_51_P113527	6.19853
A_51_P113550	-6.1399827
A_51_P113588	-5.161747
A_51_P113672	-2.2654018
A_51_P113722	3.0555449
A_51_P113747	3.4911404
A_51_P113753	-5.4609766
A_51_P113769	-1.5669174
A_51_P113773	-0.5880766
A_51_P113784	2.2603188
A_51_P113806	-5.744918
A_51_P113825	-3.8994675
A_51_P113865	-6.4915357
A_51_P113890	-6.603799
A_51_P113906	-6.665764
A_51_P113973	-6.55081
A_51_P114002	-2.333675
A_51_P114005	-3.388979
A_51_P114028	2.5236254
A_51_P114037	-6.646287
A_51_P114049	5.00414
A_51_P114062	-2.921061
A_51_P114067	-5.4151974
A_51_P114094	3.3865042
A_51_P114126	-5.800071
A_51_P114136	2.1299133
A_51_P114148	-5.8057337
A_51_P114177	2.9030924
A_51_P114214	-1.9666553
A_51_P114222	-5.7168603
A_51_P114236	0.010499001
A_51_P114274	-0.3291874
A_51_P114287	1.9800568
A_51_P114297	2.711792
A_51_P114307	-0.16282082
A_51_P114314	-0.8126669
A_51_P114336	-2.682063
A_51_P114348	-6.671879
A_51_P114353	0.06124878
A_51_P114372	-0.1535635
A_51_P114385	4.574888
A_51_P114403	-6.0678496
A_51_P114407	1.9577665
A_51_P114456	-3.5069337
A_51_P114462	-3.762793
A_51_P114472	-0.45317364
A_51_P114504	-5.9774284
A_51_P114533	-6.680545
A_51_P114551	0.45034885
A_51_P114563	3.2217913
A_51_P114577	-5.1779222
A_51_P114591	2.7763329
A_51_P114606	-1.4184546
A_51_P114616	0.26393032
A_51_P114634	-1.5211444
A_51_P114693	-2.045847
A_51_P114714	-0.33083725
A_51_P114722	-6.541214
A_51_P114772	-2.112526
A_51_P114797	-6.553542
A_51_P114817	-4.2426515
A_51_P114826	0.43761063
A_51_P114843	-2.0545416
A_51_P114854	3.241582
A_51_P114878	0.9226208
A_51_P114900	-6.4782667
A_51_P114910	4.1052732
A_51_P114917	-6.2184887
A_51_P114941	-2.1679106
A_51_P114966	-1.4484911
A_51_P115005	-6.2534757
A_51_P115018	-0.92996645
A_51_P115027	0.77138615
A_51_P115049	-4.970188
A_51_P115085	2.2054806
A_51_P115093	0.3272133
A_51_P115098	-0.6085539
A_51_P115139	-4.486238
A_51_P115147	-6.6735845
A_51_P115159	6.3959703
A_51_P115178	-6.4293246
A_51_P115192	-6.6748657
A_51_P115197	-1.5055323
A_51_P115229	-4.14265
A_51_P115244	-6.5743723
A_51_P115268	2.3012543
A_51_P115303	-6.4231133
A_51_P115315	-6.559437
A_51_P115326	4.292799
A_51_P115334	3.2318306
A_51_P115335	-1.246048
A_51_P115346	-6.656283
A_51_P115359	-6.457201
A_51_P115374	-3.9176402
A_51_P115376	-6.6139956
A_51_P115441	0.36451817
A_51_P115462	-6.500454
A_51_P115471	-6.6793246
A_51_P115526	-6.606941
A_51_P115535	-3.8541532
A_51_P115547	1.9916754
A_51_P115575	-6.634655
A_51_P115601	-6.621936
A_51_P115626	-6.6592026
A_51_P115635	-6.655776
A_51_P115655	2.474124
A_51_P115656	-4.995222
A_51_P115666	1.0786943
A_51_P115715	-1.8400664
A_51_P115738	-5.361744
A_51_P115749	0.004284859
A_51_P115768	-1.3625765
A_51_P115800	-4.8343215
A_51_P115817	-4.748084
A_51_P115829	5.246415
A_51_P115863	-6.640378
A_51_P115868	-6.479149
A_51_P115886	0.95003796
A_51_P115895	-5.6958385
A_51_P115896	-5.913034
A_51_P115905	-6.6091394
A_51_P115934	-3.162951
A_51_P115940	-0.63963413
A_51_P115953	-6.6406136
A_51_P115988	1.3083811
A_51_P116007	-2.2689037
A_51_P116023	-3.4502387
A_51_P116027	3.5885105
A_51_P116039	-6.663275
A_51_P116064	-6.670789
A_51_P116071	-6.651017
A_51_P116088	3.775797
A_51_P116130	-0.036149025
A_51_P116137	-6.6713324
A_51_P116157	-0.8114786
A_51_P116179	-6.379273
A_51_P116211	-6.60865
A_51_P116226	-5.8512964
A_51_P116239	-4.542863
A_51_P116245	-6.5225573
A_51_P116289	-0.38791847
A_51_P116298	-2.455027
A_51_P116309	2.8353434
A_51_P116326	-3.087984
A_51_P116343	-6.6772604
A_51_P116377	-6.6797314
A_51_P116395	2.5973492
A_51_P116407	-0.2934246
A_51_P116419	-2.0586886
A_51_P116421	1.0158043
A_51_P116431	-6.5808296
A_51_P116447	0.7101345
A_51_P116465	-4.743068
A_51_P116479	0.28462029
A_51_P116487	6.0947294
A_51_P116496	-4.424776
A_51_P116581	3.5081234
A_51_P116601	-2.602601
A_51_P116609	-6.5532103
A_51_P116616	4.2332087
A_51_P116636	-2.7714753
A_51_P116651	-6.6677127
A_51_P116665	0.54802704
A_51_P116687	-0.50553703
A_51_P116699	1.2627954
A_51_P116725	-6.593828
A_51_P116755	-6.56691
A_51_P116796	-6.342191
A_51_P116813	-0.09068203
A_51_P116838	9.17977
A_51_P116889	-6.408206
A_51_P116896	-6.606992
A_51_P116906	5.2051153
A_51_P116932	-6.5971746
A_51_P116940	-2.8831491
A_51_P116946	-4.194584
A_51_P116976	-1.0957909
A_51_P116986	-2.3363485
A_51_P117015	-5.960427
A_51_P117020	-6.072784
A_51_P117087	-5.671083
A_51_P117109	1.1466465
A_51_P117115	-4.1832905
A_51_P117130	-0.7449875
A_51_P117162	2.6723394
A_51_P117165	-4.789956
A_51_P117195	-5.583908
A_51_P117206	-6.64177
A_51_P117226	2.445795
A_51_P117236	-0.63943195
A_51_P117369	-3.3175092
A_51_P117378	-6.6845093
A_51_P117385	-5.0501366
A_51_P117411	-4.101096
A_51_P117432	0.21166706
A_51_P117439	1.2436666
A_51_P117457	0.24690437
A_51_P117477	-0.5998144
A_51_P117494	2.18863
A_51_P117567	-6.5254636
A_51_P117581	1.8006086
A_51_P117600	-1.1676593
A_51_P117604	2.2433214
A_51_P117612	-4.720703
A_51_P117618	1.2812862
A_51_P117627	-4.5287523
A_51_P117640	-3.162488
A_51_P117664	0.7729187
A_51_P117666	3.818843
A_51_P117711	-2.391625
A_51_P117739	-5.9974923
A_51_P117752	-1.8546877
A_51_P117777	2.4994383
A_51_P117794	-5.2626514
A_51_P117832	0.097016335
A_51_P117835	-3.0669541
A_51_P117865	0.31651688
A_51_P117881	-6.499546
A_51_P117890	-6.6245885
A_51_P117903	-6.353563
A_51_P117924	-1.7341213
A_51_P117933	-6.588629
A_51_P117952	-2.176465
A_51_P117995	3.0599165
A_51_P118012	-2.7053976
A_51_P118024	-6.5714817
A_51_P118046	-6.670988
A_51_P118061	-6.497392
A_51_P118103	-2.6639318
A_51_P118132	-0.34232807
A_51_P118168	0.004069328
A_51_P118188	-6.006761
A_51_P118223	0.22695827
A_51_P118225	-6.126652
A_51_P118237	-0.9221873
A_51_P118246	-1.6549897
A_51_P118284	-4.4249787
A_51_P118300	-5.33618
A_51_P118320	3.431944
A_51_P118400	-6.6226487
A_51_P118415	3.764453
A_51_P118417	6.209182
A_51_P118433	-1.9274788
A_51_P118443	1.5035734
A_51_P118468	-4.0145884
A_51_P118506	-4.551604
A_51_P118527	-6.5446033
A_51_P118535	1.4591885
A_51_P118539	1.8769035
A_51_P118545	-6.661151
A_51_P118603	2.8830833
A_51_P118637	3.013918
A_51_P118650	3.0967093
A_51_P118664	-1.8141909
A_51_P118671	2.2935076
A_51_P118688	-4.5187607
A_51_P118704	-2.0104694
A_51_P118712	4.510083
A_51_P118715	0.47536278
A_51_P118720	0.23180199
A_51_P118727	-1.5436502
A_51_P118742	2.3910275
A_51_P118763	1.9676828
A_51_P118765	7.9113626
A_51_P118779	-0.4988556
A_51_P118822	-6.444724
A_51_P118868	-5.1636767
A_51_P118877	-6.6680145
A_51_P118885	2.6765385
A_51_P118902	-0.15510559
A_51_P118945	-4.9757175
A_51_P119016	-0.36022663
A_51_P119031	-0.348073
A_51_P119039	-6.650282
A_51_P119055	0.16868973
A_51_P119066	-3.3679895
A_51_P119077	7.7115774
A_51_P119100	-5.1563177
A_51_P119106	7.8138323
A_51_P119161	-3.5698543
A_51_P119215	-4.344169
A_51_P119239	-4.408548
A_51_P119255	-6.6611624
A_51_P119306	-6.0127583
A_51_P119315	-6.5906477
A_51_P119358	0.28486633
A_51_P119387	-6.4864054
A_51_P119401	0.3294754
A_51_P119429	-2.014988
A_51_P119460	1.1798439
A_51_P119469	-5.2457504
A_51_P119525	-6.68403
A_51_P119544	0.9401293
A_51_P119588	-4.5667734
A_51_P119597	4.6713104
A_51_P119633	-6.598753
A_51_P119636	-6.6290474
A_51_P119670	-2.411202
A_51_P119715	6.833009
A_51_P119726	-5.213117
A_51_P119749	-2.1003098
A_51_P119760	-1.8591104
A_51_P119771	-5.0160294
A_51_P119776	-4.7431507
A_51_P119841	-3.1694784
A_51_P119857	1.1907558
A_51_P119882	-6.61364
A_51_P119890	-6.629031
A_51_P119900	-5.779158
A_51_P119923	2.781145
A_51_P119932	-3.6482573
A_51_P119947	-0.9665408
A_51_P119986	-0.64011574
A_51_P120008	-2.4681902
A_51_P120024	-3.3494759
A_51_P120027	-6.5281043
A_51_P120066	0.26312923
A_51_P120093	2.263465
A_51_P120097	-4.152103
A_51_P120137	-1.8648863
A_51_P120201	6.583043
A_51_P120220	-1.4121389
A_51_P120233	-6.6784115
A_51_P120239	1.0332632
A_51_P120254	0.96418285
A_51_P120257	4.102829
A_51_P120275	-5.65516
A_51_P120295	-3.781969
A_51_P120305	3.611064
A_51_P120356	-6.6807785
A_51_P120388	-6.4999
A_51_P120398	-6.42206
A_51_P120415	-6.4658203
A_51_P120448	1.9350243
A_51_P120461	2.5723314
A_51_P120470	-0.14120483
A_51_P120589	-5.5523787
A_51_P120608	2.2749176
A_51_P120615	-0.82823277
A_51_P120636	0.33681965
A_51_P120645	-5.2772045
A_51_P120674	2.207283
A_51_P120680	-5.221387
A_51_P120688	-6.432663
A_51_P120717	3.7341633
A_51_P120729	4.667351
A_51_P120738	-5.9059153
A_51_P120775	-6.5125895
A_51_P120785	-1.9844346
A_51_P120823	-4.3135924
A_51_P120830	-5.1542015
A_51_P120851	-3.833837
A_51_P120859	5.448001
A_51_P120875	-3.8990822
A_51_P120917	-5.5305395
A_51_P120948	2.1469784
A_51_P120975	-6.6315117
A_51_P120990	-2.913137
A_51_P121031	-3.8227239
A_51_P121058	3.933714
A_51_P121086	-6.6302953
A_51_P121101	-4.9001265
A_51_P121134	-6.634757
A_51_P121179	-4.800173
A_51_P121198	-2.8038545
A_51_P121206	1.3147678
A_51_P121228	3.799881
A_51_P121236	-0.9836564
A_51_P121252	0.4275875
A_51_P121266	-4.453733
A_51_P121275	1.759304
A_51_P121288	-2.3509579
A_51_P121302	-1.6174436
A_51_P121325	2.4073858
A_51_P121335	-6.5970554
A_51_P121359	2.7511892
A_51_P121390	5.313799
